hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Ornato Garden Apartment,9.4,48,168,Apartment,6.8,Niguarda,False,168.0
Apartment Tamiris,0.0,0,142,Apartment,5.6,Bovisa,False,142.0
Porta Ticinese Apartment,7.8,10,197,Apartment,1.1,Milano Centro,False,197.0
Bluemoon Apartments R&R,0.0,0,429,Apartment,1.3,Milano Centro,False,429.0
BMORE Apartments,9.5,79,590,Apartment,0.1,Milano Centro,False,590.0
Casa da Suite Splendida,0.0,0,643,Apartment,3.5,Bicocca - Zara,False,643.0
OASIS OF PEACE A WALKING DISTANCE FROM DUOMO,0.0,0,478,Apartment,1.9,Sempione,False,478.0
Via Torino - Daplace Apartments,7.7,9,314,Apartment,0.3,Milano Centro,False,314.0
Charming Flat & Canal View Few steps from Movida,9.4,8,209,Apartment,1.8,Navigli,False,209.0
Martini Suite,8.2,130,139,Hotel,4.0,Città Studi,True,139.0
New flat close to Arco della Pace - Sempione - Londonio,0.0,0,153,Apartment,2.4,Sempione,False,153.0
LUCCA/TR,5.0,5,104,Hotel,5.9,San Siro,False,104.0
Apartment 5min from Milan central station,5.1,12,170,Apartment,3.4,Stazione Centrale,False,170.0
Enjoy Apartment,6.1,85,153,Apartment,5.3,Viale Monza,False,153.0
Lovelyloft Navigli - Tiglio,6.8,43,244,Apartment,2.8,Famagosta,True,244.0
B&B D'Eco Milano,8.1,18,139,Bed&Breakfast,6.2,Niguarda,True,139.0
Casa da Suite Anima,0.0,0,174,Apartment,4.6,San Siro,False,174.0
Maison Milano | UNA Esperienze,8.9,844,474,Hotel,0.1,Milano Centro,True,474.0
Serendipity Apartments - Duomo,9.1,624,246,Apartment,0.5,Milano Centro,False,246.0
Hotel Dei Cavalieri Milano Duomo,8.2,3697,354,Hotel,0.4,Milano Centro,True,354.0
Al 20 Guest House Fiera Milano - Certosa,9.1,15,162,Hotel,5.6,Certosa,False,162.0
Hemeras Boutique Homes - super central luxury apartments,8.3,230,241,Apartment,0.2,Milano Centro,False,241.0
Rosa Grand Milano - Starhotels Collezione,8.6,2927,595,Hotel,0.4,Milano Centro,False,595.0
Hotel Silver Milano,8.1,380,221,Hotel,9.4,San Siro,False,221.0
Citygardenmilano,8.5,257,134,Hotel,3.3,Stazione Centrale,False,134.0
Hotel Alga,8.2,915,140,Hotel,5.6,Not specified,True,140.0
Italianway-Bergonzoli Place,8.5,577,235,Apartment,3.3,Stazione Centrale,False,235.0
Angelica House,9.3,102,152,Apartment,3.7,Viale Monza,False,152.0
Hotel Loreto,7.3,598,124,Hotel,3.5,Città Studi,False,124.0
Hotel Rex Milano,7.1,179,155,Hotel,3.5,Ripamonti Corvetto,False,155.0
Teodora B&B,9.6,181,171,Bed&Breakfast,2.5,Stazione Centrale,False,171.0
Golden Prestige,9.4,302,189,Apartment,2.1,Stazione Centrale,False,189.0
Zambala Luxury Residence,8.7,335,258,Apartment,2.7,Ripamonti Corvetto,False,258.0
Elegante Casa Liberty,8.7,3,334,Apartment,2.3,Città Studi,False,334.0
STUDIO 18,9.6,14,194,Apartment,1.5,Milano Centro,False,194.0
Luxury House Lupetta 3,9.7,7,279,Apartment,0.3,Milano Centro,False,279.0
Italianway - Villa Massari 22,7.6,18,223,Apartment,3.6,Bicocca - Zara,False,223.0
Humanitas apartment,7.4,89,189,Apartment,3.5,Bicocca - Zara,False,189.0
Marsala Flexyrent apartment,8.2,30,473,Apartment,1.6,Milano Centro,False,473.0
Hemeras Boutique Homes - 6 design apartments near the Expo district,7.7,26,116,Apartment,3.8,Fiera Milano City,False,116.0
Aurora,6.3,50,170,Apartment,4.1,Niguarda,False,170.0
